,Index,LVL1,LVL2,LVL3,LVL4,LVL5,LVL6,NodeID,NodeType,CategoryID,FieldID,InstanceID,RelatedFieldID,NodeName
251,3915,2,4,7,2,24,0,2.4.7.2.24.0.0.0,inst,,23111.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
252,3916,2,4,7,2,24,0,2.4.7.2.24.0.0.0,inst,,23111.0,1.0,,First repeat assessment visit (2012-13)
253,3918,2,4,7,2,23,0,2.4.7.2.23.0.0.0,inst,,23115.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
254,3919,2,4,7,2,23,0,2.4.7.2.23.0.0.0,inst,,23115.0,1.0,,First repeat assessment visit (2012-13)
255,3921,2,4,7,2,20,0,2.4.7.2.20.0.0.0,inst,,23100.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
256,3922,2,4,7,2,20,0,2.4.7.2.20.0.0.0,inst,,23100.0,1.0,,First repeat assessment visit (2012-13)
257,3923,2,4,7,2,21,0,2.4.7.2.21.0.0.0,inst,,23101.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
258,3924,2,4,7,2,21,0,2.4.7.2.21.0.0.0,inst,,23101.0,1.0,,First repeat assessment visit (2012-13)
259,3925,2,4,7,2,22,0,2.4.7.2.22.0.0.0,inst,,23102.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
260,3926,2,4,7,2,22,0,2.4.7.2.22.0.0.0,inst,,23102.0,1.0,,First repeat assessment visit (2012-13)
261,3931,2,4,7,1,20,0,2.4.7.1.20.0.0.0,inst,,21.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
262,3932,2,4,7,1,20,0,2.4.7.1.20.0.0.0,inst,,21.0,1.0,,First repeat assessment visit (2012-13)
263,3933,2,4,7,1,20,0,2.4.7.1.20.0.0.0,inst,,21.0,2.0,,Imaging visit (2014+)
264,3936,2,4,7,2,18,0,2.4.7.2.18.0.0.0,inst,,23105.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
265,3937,2,4,7,2,18,0,2.4.7.2.18.0.0.0,inst,,23105.0,1.0,,First repeat assessment visit (2012-13)
266,3938,2,4,7,2,19,0,2.4.7.2.19.0.0.0,inst,,23099.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
267,3939,2,4,7,2,19,0,2.4.7.2.19.0.0.0,inst,,23099.0,1.0,,First repeat assessment visit (2012-13)
268,3940,2,4,7,2,17,0,2.4.7.2.17.0.0.0,inst,,23130.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
269,3941,2,4,7,2,17,0,2.4.7.2.17.0.0.0,inst,,23130.0,1.0,,First repeat assessment visit (2012-13)
270,3942,2,4,7,2,16,0,2.4.7.2.16.0.0.0,inst,,23129.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
271,3943,2,4,7,2,16,0,2.4.7.2.16.0.0.0,inst,,23129.0,1.0,,First repeat assessment visit (2012-13)
272,3949,2,4,7,1,19,0,2.4.7.1.19.0.0.0,inst,,3160.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
273,3950,2,4,7,1,19,0,2.4.7.1.19.0.0.0,inst,,3160.0,1.0,,First repeat assessment visit (2012-13)
274,3951,2,4,7,1,19,0,2.4.7.1.19.0.0.0,inst,,3160.0,2.0,,Imaging visit (2014+)
275,3961,2,4,7,1,16,0,2.4.7.1.16.0.0.0,inst,,20015.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
276,3962,2,4,7,1,16,0,2.4.7.1.16.0.0.0,inst,,20015.0,1.0,,First repeat assessment visit (2012-13)
277,3963,2,4,7,1,16,0,2.4.7.1.16.0.0.0,inst,,20015.0,2.0,,Imaging visit (2014+)
278,3967,2,4,7,2,14,0,2.4.7.2.14.0.0.0,inst,,23127.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
279,3968,2,4,7,2,14,0,2.4.7.2.14.0.0.0,inst,,23127.0,1.0,,First repeat assessment visit (2012-13)
280,3969,2,4,7,2,13,0,2.4.7.2.13.0.0.0,inst,,23122.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
281,3970,2,4,7,2,13,0,2.4.7.2.13.0.0.0,inst,,23122.0,1.0,,First repeat assessment visit (2012-13)
282,3972,2,4,7,2,12,0,2.4.7.2.12.0.0.0,inst,,23126.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
283,3973,2,4,7,2,12,0,2.4.7.2.12.0.0.0,inst,,23126.0,1.0,,First repeat assessment visit (2012-13)
284,3985,2,4,7,1,13,0,2.4.7.1.13.0.0.0,inst,,50.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
285,3986,2,4,7,1,13,0,2.4.7.1.13.0.0.0,inst,,50.0,1.0,,First repeat assessment visit (2012-13)
286,3987,2,4,7,1,13,0,2.4.7.1.13.0.0.0,inst,,50.0,2.0,,Imaging visit (2014+)
287,3999,2,4,7,2,11,0,2.4.7.2.11.0.0.0,inst,,23125.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
288,4000,2,4,7,2,11,0,2.4.7.2.11.0.0.0,inst,,23125.0,1.0,,First repeat assessment visit (2012-13)
289,4006,2,4,7,2,10,0,2.4.7.2.10.0.0.0,inst,,23121.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
290,4007,2,4,7,2,10,0,2.4.7.2.10.0.0.0,inst,,23121.0,1.0,,First repeat assessment visit (2012-13)
291,4009,2,4,7,2,9,0,2.4.7.2.9.0.0.0,inst,,23120.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
292,4010,2,4,7,2,9,0,2.4.7.2.9.0.0.0,inst,,23120.0,1.0,,First repeat assessment visit (2012-13)
293,4012,2,4,7,2,8,0,2.4.7.2.8.0.0.0,inst,,23124.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
294,4013,2,4,7,2,8,0,2.4.7.2.8.0.0.0,inst,,23124.0,1.0,,First repeat assessment visit (2012-13)
295,4018,2,4,7,1,11,0,2.4.7.1.11.0.0.0,inst,,49.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
296,4019,2,4,7,1,11,0,2.4.7.1.11.0.0.0,inst,,49.0,1.0,,First repeat assessment visit (2012-13)
297,4020,2,4,7,1,11,0,2.4.7.1.11.0.0.0,inst,,49.0,2.0,,Imaging visit (2014+)
298,4023,2,4,7,1,10,0,2.4.7.1.10.0.0.0,inst,,21001.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
299,4024,2,4,7,1,10,0,2.4.7.1.10.0.0.0,inst,,21001.0,1.0,,First repeat assessment visit (2012-13)
300,4025,2,4,7,1,10,0,2.4.7.1.10.0.0.0,inst,,21001.0,2.0,,Imaging visit (2014+)
301,4029,2,4,7,1,9,0,2.4.7.1.9.0.0.0,inst,,21002.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
302,4030,2,4,7,1,9,0,2.4.7.1.9.0.0.0,inst,,21002.0,1.0,,First repeat assessment visit (2012-13)
303,4031,2,4,7,1,9,0,2.4.7.1.9.0.0.0,inst,,21002.0,2.0,,Imaging visit (2014+)
304,4037,2,4,7,1,8,0,2.4.7.1.8.0.0.0,inst,,48.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
305,4038,2,4,7,1,8,0,2.4.7.1.8.0.0.0,inst,,48.0,1.0,,First repeat assessment visit (2012-13)
306,4039,2,4,7,1,8,0,2.4.7.1.8.0.0.0,inst,,48.0,2.0,,Imaging visit (2014+)
307,4054,2,4,7,2,6,0,2.4.7.2.6.0.0.0,inst,,23123.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
308,4055,2,4,7,2,6,0,2.4.7.2.6.0.0.0,inst,,23123.0,1.0,,First repeat assessment visit (2012-13)
309,4057,2,4,7,2,5,0,2.4.7.2.5.0.0.0,inst,,23114.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
310,4058,2,4,7,2,5,0,2.4.7.2.5.0.0.0,inst,,23114.0,1.0,,First repeat assessment visit (2012-13)
311,4060,2,4,7,2,4,0,2.4.7.2.4.0.0.0,inst,,23118.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
312,4061,2,4,7,2,4,0,2.4.7.2.4.0.0.0,inst,,23118.0,1.0,,First repeat assessment visit (2012-13)
313,4063,2,4,7,1,7,0,2.4.7.1.7.0.0.0,inst,,12143.0,2.0,,Imaging visit (2014+)
314,4066,2,4,7,1,6,0,2.4.7.1.6.0.0.0,inst,,12144.0,2.0,,Imaging visit (2014+)
315,4084,2,4,7,2,1,0,2.4.7.2.1.0.0.0,inst,,23098.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
316,4085,2,4,7,2,1,0,2.4.7.2.1.0.0.0,inst,,23098.0,1.0,,First repeat assessment visit (2012-13)
317,4087,2,4,7,2,2,0,2.4.7.2.2.0.0.0,inst,,23104.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
318,4088,2,4,7,2,2,0,2.4.7.2.2.0.0.0,inst,,23104.0,1.0,,First repeat assessment visit (2012-13)
319,4089,2,4,7,2,3,0,2.4.7.2.3.0.0.0,inst,,23113.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
320,4090,2,4,7,2,3,0,2.4.7.2.3.0.0.0,inst,,23113.0,1.0,,First repeat assessment visit (2012-13)
321,4441,2,4,9,16,0,0,2.4.9.16.0.0.0.0,inst,,3066.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
322,4442,2,4,9,16,0,0,2.4.9.16.0.0.0.0,inst,,3066.0,1.0,,First repeat assessment visit (2012-13)
323,4482,2,4,9,14,0,0,2.4.9.14.0.0.0.0,inst,,3059.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
324,4483,2,4,9,14,0,0,2.4.9.14.0.0.0.0,inst,,3059.0,1.0,,First repeat assessment visit (2012-13)
325,4484,2,4,9,14,0,0,2.4.9.14.0.0.0.0,inst,,3059.0,2.0,,Imaging visit (2014+)
326,4488,2,4,9,13,0,0,2.4.9.13.0.0.0.0,inst,,3065.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
327,4489,2,4,9,13,0,0,2.4.9.13.0.0.0.0,inst,,3065.0,1.0,,First repeat assessment visit (2012-13)
328,4490,2,4,9,13,0,0,2.4.9.13.0.0.0.0,inst,,3065.0,2.0,,Imaging visit (2014+)
329,4517,2,4,9,10,0,0,2.4.9.10.0.0.0.0,inst,,3137.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
330,4518,2,4,9,10,0,0,2.4.9.10.0.0.0.0,inst,,3137.0,1.0,,First repeat assessment visit (2012-13)
331,4519,2,4,9,10,0,0,2.4.9.10.0.0.0.0,inst,,3137.0,2.0,,Imaging visit (2014+)
332,4528,2,4,9,8,0,0,2.4.9.8.0.0.0.0,inst,,3159.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
333,4529,2,4,9,8,0,0,2.4.9.8.0.0.0.0,inst,,3159.0,1.0,,First repeat assessment visit (2012-13)
334,4530,2,4,9,8,0,0,2.4.9.8.0.0.0.0,inst,,3159.0,2.0,,Imaging visit (2014+)
335,4532,2,4,9,9,0,0,2.4.9.9.0.0.0.0,inst,,23.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
336,4533,2,4,9,9,0,0,2.4.9.9.0.0.0.0,inst,,23.0,1.0,,First repeat assessment visit (2012-13)
337,4534,2,4,9,9,0,0,2.4.9.9.0.0.0.0,inst,,23.0,2.0,,Imaging visit (2014+)
338,4549,2,4,9,6,0,0,2.4.9.6.0.0.0.0,inst,,3089.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
339,4550,2,4,9,6,0,0,2.4.9.6.0.0.0.0,inst,,3089.0,1.0,,First repeat assessment visit (2012-13)
340,4551,2,4,9,6,0,0,2.4.9.6.0.0.0.0,inst,,3089.0,2.0,,Imaging visit (2014+)
341,4553,2,4,9,5,0,0,2.4.9.5.0.0.0.0,inst,,3088.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
342,4554,2,4,9,5,0,0,2.4.9.5.0.0.0.0,inst,,3088.0,1.0,,First repeat assessment visit (2012-13)
343,4555,2,4,9,5,0,0,2.4.9.5.0.0.0.0,inst,,3088.0,2.0,,Imaging visit (2014+)
344,4573,2,4,9,1,0,0,2.4.9.1.0.0.0.0,inst,,20031.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
345,4574,2,4,9,1,0,0,2.4.9.1.0.0.0.0,inst,,20031.0,1.0,,First repeat assessment visit (2012-13)
346,4575,2,4,9,1,0,0,2.4.9.1.0.0.0.0,inst,,20031.0,2.0,,Imaging visit (2014+)
347,4677,2,4,1,3,0,0,2.4.1.3.0.0.0.0,leaf,,4079.0,,,"Diastolic blood pressure, automated reading"
348,4678,2,4,1,4,0,0,2.4.1.4.0.0.0.0,leaf,,94.0,,,"Diastolic blood pressure, manual reading"
349,4680,2,4,1,6,0,0,2.4.1.6.0.0.0.0,leaf,,95.0,,,Pulse rate (during blood-pressure measurement)
350,4681,2,4,1,7,0,0,2.4.1.7.0.0.0.0,leaf,,102.0,,,"Pulse rate, automated reading"
351,4682,2,4,1,8,0,0,2.4.1.8.0.0.0.0,leaf,,4080.0,,,"Systolic blood pressure, automated reading"
352,4683,2,4,1,9,0,0,2.4.1.9.0.0.0.0,leaf,,93.0,,,"Systolic blood pressure, manual reading"
353,4781,2,4,1,7,0,0,2.4.1.7.0.0.0.0,inst,,102.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
354,4782,2,4,1,7,0,0,2.4.1.7.0.0.0.0,inst,,102.0,1.0,,First repeat assessment visit (2012-13)
355,4783,2,4,1,7,0,0,2.4.1.7.0.0.0.0,inst,,102.0,2.0,,Imaging visit (2014+)
356,4788,2,4,1,8,0,0,2.4.1.8.0.0.0.0,inst,,4080.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
357,4789,2,4,1,8,0,0,2.4.1.8.0.0.0.0,inst,,4080.0,1.0,,First repeat assessment visit (2012-13)
358,4790,2,4,1,8,0,0,2.4.1.8.0.0.0.0,inst,,4080.0,2.0,,Imaging visit (2014+)
359,4795,2,4,1,9,0,0,2.4.1.9.0.0.0.0,inst,,93.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
360,4796,2,4,1,9,0,0,2.4.1.9.0.0.0.0,inst,,93.0,1.0,,First repeat assessment visit (2012-13)
361,4797,2,4,1,9,0,0,2.4.1.9.0.0.0.0,inst,,93.0,2.0,,Imaging visit (2014+)
362,4802,2,4,1,6,0,0,2.4.1.6.0.0.0.0,inst,,95.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
363,4803,2,4,1,6,0,0,2.4.1.6.0.0.0.0,inst,,95.0,1.0,,First repeat assessment visit (2012-13)
364,4804,2,4,1,6,0,0,2.4.1.6.0.0.0.0,inst,,95.0,2.0,,Imaging visit (2014+)
365,4817,2,4,1,4,0,0,2.4.1.4.0.0.0.0,inst,,94.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
366,4818,2,4,1,4,0,0,2.4.1.4.0.0.0.0,inst,,94.0,1.0,,First repeat assessment visit (2012-13)
367,4819,2,4,1,4,0,0,2.4.1.4.0.0.0.0,inst,,94.0,2.0,,Imaging visit (2014+)
368,4824,2,4,1,3,0,0,2.4.1.3.0.0.0.0,inst,,4079.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
369,4825,2,4,1,3,0,0,2.4.1.3.0.0.0.0,inst,,4079.0,1.0,,First repeat assessment visit (2012-13)
370,4826,2,4,1,3,0,0,2.4.1.3.0.0.0.0,inst,,4079.0,2.0,,Imaging visit (2014+)
371,4839,2,1,1,1,0,0,2.1.1.1.0.0.0.0,leaf,,54.0,,,UK Biobank assessment centre
372,4840,2,1,1,2,0,0,2.1.1.2.0.0.0.0,leaf,,53.0,,,Date of attending assessment centre
373,4846,2,1,1,4,0,0,2.1.1.4.0.0.0.0,leaf,,21003.0,,,Age when attended assessment centre
374,4929,2,1,1,4,0,0,2.1.1.4.0.0.0.0,inst,,21003.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
375,4930,2,1,1,4,0,0,2.1.1.4.0.0.0.0,inst,,21003.0,1.0,,First repeat assessment visit (2012-13)
376,4931,2,1,1,4,0,0,2.1.1.4.0.0.0.0,inst,,21003.0,2.0,,Imaging visit (2014+)
377,4941,2,1,1,2,0,0,2.1.1.2.0.0.0.0,inst,,53.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
378,4942,2,1,1,2,0,0,2.1.1.2.0.0.0.0,inst,,53.0,1.0,,First repeat assessment visit (2012-13)
379,4943,2,1,1,2,0,0,2.1.1.2.0.0.0.0,inst,,53.0,2.0,,Imaging visit (2014+)
380,4949,2,1,1,1,0,0,2.1.1.1.0.0.0.0,inst,,54.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
381,4950,2,1,1,1,0,0,2.1.1.1.0.0.0.0,inst,,54.0,1.0,,First repeat assessment visit (2012-13)
382,4951,2,1,1,1,0,0,2.1.1.1.0.0.0.0,inst,,54.0,2.0,,Imaging visit (2014+)
383,5145,2,3,3,9,0,0,2.3.3.9.0.0.0.0,leaf,,20002.0,,,"Non-cancer illness code, self-reported"
384,5163,2,2,7,1,0,0,2.2.7.1.0.0.0.0,sub,100070.0,,,,Male-specific factors
385,5164,2,2,7,2,0,0,2.2.7.2.0.0.0.0,sub,100069.0,,,,Female-specific factors
386,5165,2,2,6,1,0,0,2.2.6.1.0.0.0.0,sub,100041.0,,,,Eyesight
387,5166,2,2,6,2,0,0,2.2.6.2.0.0.0.0,sub,100046.0,,,,Mouth
388,5167,2,2,6,3,0,0,2.2.6.3.0.0.0.0,sub,100042.0,,,,General health
389,5168,2,2,6,4,0,0,2.2.6.4.0.0.0.0,sub,100037.0,,,,Breathing
390,5174,2,2,6,5,0,0,2.2.6.5.0.0.0.0,sub,100038.0,,,,Claudication and peripheral artery disease
391,5175,2,2,6,6,0,0,2.2.6.6.0.0.0.0,sub,100048.0,,,,Pain
392,5176,2,2,6,7,0,0,2.2.6.7.0.0.0.0,sub,100039.0,,,,Chest pain
393,5177,2,2,6,8,0,0,2.2.6.8.0.0.0.0,sub,100040.0,,,,Cancer screening
394,5178,2,2,6,9,0,0,2.2.6.9.0.0.0.0,sub,100047.0,,,,Operations
395,5186,2,2,6,10,0,0,2.2.6.10.0.0.0.0,sub,100044.0,,,,Medical conditions
396,5187,2,2,6,11,0,0,2.2.6.11.0.0.0.0,sub,100045.0,,,,Medication
397,5188,2,2,6,12,0,0,2.2.6.12.0.0.0.0,sub,100043.0,,,,Hearing
398,5193,2,2,5,1,0,0,2.2.5.1.0.0.0.0,sub,100061.0,,,,Social support
399,5194,2,2,5,2,0,0,2.2.5.2.0.0.0.0,sub,100060.0,,,,Mental health
400,5207,2,2,2,1,0,0,2.2.2.1.0.0.0.0,sub,100054.0,,,,Physical activity
401,5208,2,2,2,2,0,0,2.2.2.2.0.0.0.0,sub,100053.0,,,,Electronic device use
402,5209,2,2,2,3,0,0,2.2.2.3.0.0.0.0,sub,100057.0,,,,Sleep
403,5210,2,2,2,4,0,0,2.2.2.4.0.0.0.0,sub,100058.0,,,,Smoking
404,5211,2,2,2,5,0,0,2.2.2.5.0.0.0.0,sub,100052.0,,,,Diet
405,5212,2,2,2,6,0,0,2.2.2.6.0.0.0.0,sub,100051.0,,,,Alcohol
406,5213,2,2,2,7,0,0,2.2.2.7.0.0.0.0,sub,100055.0,,,,Sun exposure
407,5214,2,2,2,8,0,0,2.2.2.8.0.0.0.0,sub,100056.0,,,,Sexual factors
408,5215,2,2,1,1,0,0,2.2.1.1.0.0.0.0,sub,100066.0,,,,Household
409,5216,2,2,1,2,0,0,2.2.1.2.0.0.0.0,sub,100064.0,,,,Employment
410,5217,2,2,1,3,0,0,2.2.1.3.0.0.0.0,sub,100063.0,,,,Education
411,5218,2,2,1,4,0,0,2.2.1.4.0.0.0.0,sub,100065.0,,,,Ethnicity
412,5219,2,2,1,5,0,0,2.2.1.5.0.0.0.0,sub,100067.0,,,,Other sociodemographic factors
413,5288,2,2,1,4,1,0,2.2.1.4.1.0.0.0,leaf,,3659.0,,,Year immigrated to UK (United Kingdom)
414,5289,2,2,1,4,2,0,2.2.1.4.2.0.0.0,leaf,,21000.0,,,Ethnic background
415,5298,2,2,1,2,1,0,2.2.1.2.1.0.0.0,leaf,,20119.0,,,Current employment status - corrected
416,5299,2,2,1,2,2,0,2.2.1.2.2.0.0.0,leaf,,796.0,,,Distance between home and job workplace
417,5300,2,2,1,2,3,0,2.2.1.2.3.0.0.0,leaf,,6142.0,,,Current employment status
418,5301,2,2,1,2,4,0,2.2.1.2.4.0.0.0,leaf,,757.0,,,Time employed in main current job
419,5302,2,2,1,2,5,0,2.2.1.2.5.0.0.0,leaf,,767.0,,,Length of working week for main job
420,5303,2,2,1,2,6,0,2.2.1.2.6.0.0.0,leaf,,777.0,,,Frequency of travelling from home to job workplace
421,5304,2,2,1,2,7,0,2.2.1.2.7.0.0.0,leaf,,6143.0,,,Transport type for commuting to job workplace
422,5305,2,2,1,2,8,0,2.2.1.2.8.0.0.0,leaf,,806.0,,,Job involves mainly walking or standing
423,5306,2,2,1,2,9,0,2.2.1.2.9.0.0.0,leaf,,816.0,,,Job involves heavy manual or physical work
424,5307,2,2,1,2,10,0,2.2.1.2.10.0.0.0,leaf,,826.0,,,Job involves shift work
425,5308,2,2,1,2,11,0,2.2.1.2.11.0.0.0,leaf,,3426.0,,,Job involves night shift work
426,5320,2,2,1,3,1,0,2.2.1.3.1.0.0.0,leaf,,6138.0,,,Qualifications
427,5321,2,2,1,3,2,0,2.2.1.3.2.0.0.0,leaf,,10722.0,,,Qualifications (pilot)
428,5322,2,2,1,3,3,0,2.2.1.3.3.0.0.0,leaf,,845.0,,,Age completed full time education
429,5323,2,2,1,5,1,0,2.2.1.5.1.0.0.0,leaf,,6146.0,,,Attendance/disability/mobility allowance
430,5324,2,2,1,5,2,0,2.2.1.5.2.0.0.0,leaf,,4674.0,,,Private healthcare
431,5339,2,2,2,6,1,0,2.2.2.6.1.0.0.0,leaf,,20117.0,,,Alcohol drinker status
432,5340,2,2,2,6,2,0,2.2.2.6.2.0.0.0,leaf,,1558.0,,,Alcohol intake frequency.
433,5341,2,2,2,6,3,0,2.2.2.6.3.0.0.0,leaf,,3731.0,,,Former alcohol drinker
434,5370,2,2,2,4,1,0,2.2.2.4.1.0.0.0,leaf,,20160.0,,,Ever smoked
435,5378,2,2,2,4,5,0,2.2.2.4.5.0.0.0,leaf,,20116.0,,,Smoking status
436,5379,2,2,2,4,6,0,2.2.2.4.6.0.0.0,leaf,,1239.0,,,Current tobacco smoking
437,5380,2,2,2,4,7,0,2.2.2.4.7.0.0.0,leaf,,1249.0,,,Past tobacco smoking
438,5457,2,2,1,4,1,0,2.2.1.4.1.0.0.0,inst,,3659.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
439,5458,2,2,1,4,1,0,2.2.1.4.1.0.0.0,inst,,3659.0,1.0,,First repeat assessment visit (2012-13)
440,5459,2,2,1,4,1,0,2.2.1.4.1.0.0.0,inst,,3659.0,2.0,,Imaging visit (2014+)
441,5462,2,2,1,2,3,0,2.2.1.2.3.0.0.0,inst,,6142.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
442,5463,2,2,1,2,3,0,2.2.1.2.3.0.0.0,inst,,6142.0,1.0,,First repeat assessment visit (2012-13)
443,5464,2,2,1,2,3,0,2.2.1.2.3.0.0.0,inst,,6142.0,2.0,,Imaging visit (2014+)
444,5482,2,2,1,2,2,0,2.2.1.2.2.0.0.0,inst,,796.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
445,5483,2,2,1,2,2,0,2.2.1.2.2.0.0.0,inst,,796.0,1.0,,First repeat assessment visit (2012-13)
446,5484,2,2,1,2,2,0,2.2.1.2.2.0.0.0,inst,,796.0,2.0,,Imaging visit (2014+)
447,5758,2,2,2,4,7,0,2.2.2.4.7.0.0.0,inst,,1249.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
448,5759,2,2,2,4,7,0,2.2.2.4.7.0.0.0,inst,,1249.0,1.0,,First repeat assessment visit (2012-13)
449,5760,2,2,2,4,7,0,2.2.2.4.7.0.0.0,inst,,1249.0,2.0,,Imaging visit (2014+)
450,5782,2,2,2,4,6,0,2.2.2.4.6.0.0.0,inst,,1239.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
451,5783,2,2,2,4,6,0,2.2.2.4.6.0.0.0,inst,,1239.0,1.0,,First repeat assessment visit (2012-13)
452,5784,2,2,2,4,6,0,2.2.2.4.6.0.0.0,inst,,1239.0,2.0,,Imaging visit (2014+)
453,5802,2,2,2,4,5,0,2.2.2.4.5.0.0.0,inst,,20116.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
454,5803,2,2,2,4,5,0,2.2.2.4.5.0.0.0,inst,,20116.0,1.0,,First repeat assessment visit (2012-13)
455,5804,2,2,2,4,5,0,2.2.2.4.5.0.0.0,inst,,20116.0,2.0,,Imaging visit (2014+)
456,5834,2,2,2,4,1,0,2.2.2.4.1.0.0.0,inst,,20160.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
457,5835,2,2,2,4,1,0,2.2.2.4.1.0.0.0,inst,,20160.0,1.0,,First repeat assessment visit (2012-13)
458,5836,2,2,2,4,1,0,2.2.2.4.1.0.0.0,inst,,20160.0,2.0,,Imaging visit (2014+)
459,5969,2,2,2,6,3,0,2.2.2.6.3.0.0.0,inst,,3731.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
460,5970,2,2,2,6,3,0,2.2.2.6.3.0.0.0,inst,,3731.0,1.0,,First repeat assessment visit (2012-13)
461,5971,2,2,2,6,3,0,2.2.2.6.3.0.0.0,inst,,3731.0,2.0,,Imaging visit (2014+)
462,5976,2,2,2,6,2,0,2.2.2.6.2.0.0.0,inst,,1558.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
463,5977,2,2,2,6,2,0,2.2.2.6.2.0.0.0,inst,,1558.0,1.0,,First repeat assessment visit (2012-13)
464,5978,2,2,2,6,2,0,2.2.2.6.2.0.0.0,inst,,1558.0,2.0,,Imaging visit (2014+)
465,5998,2,2,2,6,1,0,2.2.2.6.1.0.0.0,inst,,20117.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
466,5999,2,2,2,6,1,0,2.2.2.6.1.0.0.0,inst,,20117.0,1.0,,First repeat assessment visit (2012-13)
467,6000,2,2,2,6,1,0,2.2.2.6.1.0.0.0,inst,,20117.0,2.0,,Imaging visit (2014+)
468,6043,2,2,1,5,2,0,2.2.1.5.2.0.0.0,inst,,4674.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
469,6044,2,2,1,5,2,0,2.2.1.5.2.0.0.0,inst,,4674.0,1.0,,First repeat assessment visit (2012-13)
470,6045,2,2,1,5,2,0,2.2.1.5.2.0.0.0,inst,,4674.0,2.0,,Imaging visit (2014+)
471,6047,2,2,1,5,1,0,2.2.1.5.1.0.0.0,inst,,6146.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
472,6048,2,2,1,5,1,0,2.2.1.5.1.0.0.0,inst,,6146.0,1.0,,First repeat assessment visit (2012-13)
